mean,std,min,max,median,p10,p90,skewness,kurtosis,entropy,glcm_contrast,glcm_energy,glcm_homogeneity,glcm_correlation,edge_density,edge_count,edge_strength,fft_mean,fft_std,fft_energy,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,image
0.286990416283701,0.14922209400128464,0.0,0.996078431372549,0.24705882352941178,0.12549019607843137,0.5333333333333333,0.7843174774553657,-0.16612775245552802,7.043110393269872,67.26668198529411,0.02876025490957366,0.2912992285077983,0.9767198339505406,0.074005126953125,4850,1236750,7.699708051119313,82.44873663662055,449385573.7149713,0.0666961669921875,0.0808258056640625,0.0513458251953125,0.0914459228515625,0.13818359375,0.1225128173828125,0.0740509033203125,0.090606689453125,0.1230621337890625,0.1612701416015625,NORMAL2-IM-0771-0001.jpeg
0.5377876431334253,0.26136236946144353,0.0,1.0,0.5647058823529412,0.15098039215686276,0.8627450980392157,-0.3905765499870096,-0.7085411602012082,7.704053804752823,186.09640012254903,0.050346213658132515,0.17810952830777896,0.9788527230565619,0.1733245849609375,11359,2896545,13.897464213080008,152.43908212877923,1535561778.581899,0.0773162841796875,0.07421875,0.058502197265625,0.0956573486328125,0.14849853515625,0.1137847900390625,0.067626953125,0.0746307373046875,0.1454010009765625,0.1443634033203125,NORMAL2-IM-1294-0001-0002.jpeg
0.47881643257889095,0.2280722114616414,0.0,1.0,0.5372549019607843,0.07450980392156863,0.7254901960784313,-0.7398194761056722,-0.36646711967844947,7.294025707875039,102.80056678921571,0.07623367164650298,0.22985918226007546,0.9846453144830054,0.134490966796875,8814,2247570,10.685829924276105,135.35108933182744,1208097462.320031,0.0672149658203125,0.068634033203125,0.0601348876953125,0.10150146484375,0.1496429443359375,0.11517333984375,0.0691986083984375,0.0720977783203125,0.1642608642578125,0.13214111328125,IM-0675-0001.jpeg
0.5567246979358149,0.219355800145497,0.0,1.0,0.592156862745098,0.25882352941176473,0.8,-0.9171775858886938,0.4031223440928935,7.364598478434701,116.94745710784315,0.04985958741924128,0.21038132552305325,0.981067813572818,0.1129302978515625,7401,1887255,11.043373546264421,152.78685113064722,1537853225.5466046,0.0721282958984375,0.0718536376953125,0.057769775390625,0.09686279296875,0.14990234375,0.12127685546875,0.06732177734375,0.074951171875,0.1448974609375,0.143035888671875,NORMAL2-IM-1169-0001.jpeg
0.419865686753217,0.23142442901033855,0.0,1.0,0.4823529411764706,0.0,0.6705882352941176,-0.6712598152434635,-0.759172940900477,6.775589373820294,113.08814338235294,0.14587594250036587,0.28566682876027283,0.9836503356539669,0.1005096435546875,6587,1679685,9.976534284279904,122.32561210358116,987174444.2591614,0.075225830078125,0.07330322265625,0.0498504638671875,0.077972412109375,0.1096954345703125,0.093505859375,0.0589141845703125,0.073028564453125,0.2439422607421875,0.144561767578125,IM-0421-0001.jpeg
0.3772167131012561,0.1964721297336803,0.0,1.0,0.38823529411764707,0.0784313725490196,0.6274509803921569,-0.27263442592378645,-0.682618229175068,7.194019339465244,167.0808670343137,0.07492294254183801,0.21937641629581345,0.9664333876830162,0.1156005859375,7576,1931880,11.850109800664196,108.23413261125395,776932724.8604074,0.076934814453125,0.07305908203125,0.0567474365234375,0.0901031494140625,0.1327056884765625,0.1095733642578125,0.064544677734375,0.0764312744140625,0.173858642578125,0.1460418701171875,NORMAL2-IM-0531-0001.jpeg
0.4560630050359987,0.2010084835440605,0.0,1.0,0.49411764705882355,0.12941176470588237,0.6862745098039216,-0.7677840658281572,-0.08147334597847822,7.2211802630459765,92.62872242647062,0.05971816267853692,0.23111629662352032,0.982083586342828,0.0923309326171875,6051,1543005,9.557713157897712,127.23070877915539,1066860749.6031374,0.066436767578125,0.0703125,0.0551910400390625,0.0987091064453125,0.1566619873046875,0.129730224609375,0.0644989013671875,0.0706787109375,0.154083251953125,0.133697509765625,NORMAL2-IM-0416-0001-0002.jpeg
0.5085804060393688,0.24821098444147563,0.0,1.0,0.5333333333333333,0.12156862745098039,0.8235294117647058,-0.46729077659985147,-0.5554794958662184,7.466522098268495,127.60513174019607,0.07377479448301452,0.2259864534079686,0.9839064118210498,0.1239166259765625,8121,2070855,11.7422825106533,144.3982567894747,1375517917.9965856,0.071990966796875,0.0756683349609375,0.0547637939453125,0.0896759033203125,0.1479644775390625,0.111175537109375,0.0638885498046875,0.074737548828125,0.1699676513671875,0.140167236328125,NORMAL2-IM-0965-0001.jpeg
0.4485845827588848,0.25954685581482595,0.0,1.0,0.4666666666666667,0.00784313725490196,0.7725490196078432,-0.20825138291617992,-0.9803956479339808,7.490499571747586,166.55124080882348,0.09059366402753125,0.2174842465539019,0.980842951493209,0.1464385986328125,9597,2447235,13.399199826045326,131.9960322005403,1153596854.9381316,0.075592041015625,0.074920654296875,0.05133056640625,0.084320068359375,0.13909912109375,0.1081695556640625,0.0616912841796875,0.0721588134765625,0.1884918212890625,0.14422607421875,NORMAL2-IM-0627-0001.jpeg
0.42368122175628065,0.2650528916572932,0.0,1.0,0.45098039215686275,0.0,0.7568627450980392,-0.1828748839855794,-1.1296895772822793,7.377779875907271,150.60628063725497,0.11273897458461614,0.25305852748887286,0.9834140068064102,0.1308441162109375,8575,2186625,11.704171425012577,127.40175015657013,1072705933.9151403,0.0670318603515625,0.068267822265625,0.0572052001953125,0.0922698974609375,0.1388702392578125,0.1072235107421875,0.0656585693359375,0.070526123046875,0.202362060546875,0.130584716796875,NORMAL2-IM-0997-0001.jpeg
